transactions,item,date,time,month,day,period_day,weekday_weekend
2957,Bread,4/07/2017,13:58:00,July,Tuesday,afternoon,weekend
2958,Bread,4/07/2017,14:58:00,July,Tuesday,afternoon,weekend
2959,Bread,4/07/2017,15:58:00,July,Tuesday,afternoon,weekend
2959,Hot chocolate,4/07/2017,16:58:00,July,Tuesday,afternoon,weekend
2959,Hot chocolate,4/07/2017,17:58:00,July,Tuesday,evening,weekend
2960,Coke,4/07/2017,18:58:00,July,Tuesday,evening,weekend
2960,Sandwich,4/07/2017,19:58:00,July,Tuesday,evening,weekend
2961,Sandwich,4/07/2017,20:58:00,July,Tuesday,evening,weekend
2961,Mineral water,4/07/2017,21:58:00,July,Tuesday,night,weekend
2962,Hot chocolate,4/07/2017,22:58:00,July,Tuesday,night,weekend
2962,Tea,4/07/2017,23:58:00,July,Tuesday,night,weekend
2962,Cake,5/07/2017,0:58:00,July,Wednesday,night,weekend
2963,Scandinavian,5/07/2017,1:58:00,July,Wednesday,night,weekend
2964,Frittata,5/07/2017,2:58:00,July,Wednesday,night,weekend
2964,Cake,5/07/2017,3:58:00,July,Wednesday,night,weekend
2966,Cake,5/07/2017,4:58:00,July,Wednesday,night,weekend
2967,Coffee,5/07/2017,5:58:00,July,Wednesday,morning,weekend
2967,Bread,5/07/2017,6:58:00,July,Wednesday,morning,weekend
2968,Coffee,5/07/2017,7:58:00,July,Wednesday,morning,weekend
2968,Tea,5/07/2017,8:58:00,July,Wednesday,morning,weekend
2968,Bread,5/07/2017,9:58:00,July,Wednesday,morning,weekend
2969,Scone,5/07/2017,10:58:00,July,Wednesday,morning,weekend
2969,Coffee,5/07/2017,11:58:00,July,Wednesday,morning,weekend
2970,Bread,5/07/2017,12:58:00,July,Wednesday,afternoon,weekend
2971,Jam,5/07/2017,13:58:00,July,Wednesday,afternoon,weekend
2972,Bread,5/07/2017,14:58:00,July,Wednesday,afternoon,weekend
2973,Coffee,5/07/2017,15:58:00,July,Wednesday,afternoon,weekend
2973,Medialuna,5/07/2017,16:58:00,July,Wednesday,afternoon,weekend
2974,Bread,5/07/2017,17:58:00,July,Wednesday,evening,weekend
2974,Farm House,5/07/2017,18:58:00,July,Wednesday,evening,weekend
2975,Bread,5/07/2017,19:58:00,July,Wednesday,evening,weekend
2976,Coffee,5/07/2017,20:58:00,July,Wednesday,evening,weekend
2976,Pastry,5/07/2017,21:58:00,July,Wednesday,night,weekend
2977,Bread,5/07/2017,22:58:00,July,Wednesday,night,weekend
2977,Coffee,5/07/2017,23:58:00,July,Wednesday,night,weekend
2978,Medialuna,6/07/2017,0:58:00,July,Thursday,night,weekend
2978,Coffee,6/07/2017,1:58:00,July,Thursday,night,weekend
2979,Scone,6/07/2017,2:58:00,July,Thursday,night,weekend
2979,Bread,6/07/2017,3:58:00,July,Thursday,night,weekend
2980,Coffee,6/07/2017,4:58:00,July,Thursday,night,weekend
2980,Coke,6/07/2017,5:58:00,July,Thursday,morning,weekend
2981,Coffee,6/07/2017,6:58:00,July,Thursday,morning,weekend
2982,Truffles,6/07/2017,7:58:00,July,Thursday,morning,weekend
2983,Bread,6/07/2017,8:58:00,July,Thursday,morning,weekend
2984,Mineral water,6/07/2017,9:58:00,July,Thursday,morning,weekend
2985,Hot chocolate,6/07/2017,10:58:00,July,Thursday,morning,weekend
2985,Coffee,6/07/2017,11:58:00,July,Thursday,morning,weekend
2985,Bread,6/07/2017,12:58:00,July,Thursday,afternoon,weekend
2985,Toast,6/07/2017,13:58:00,July,Thursday,afternoon,weekend
2985,Medialuna,6/07/2017,14:58:00,July,Thursday,afternoon,weekend
2985,Alfajores,6/07/2017,15:58:00,July,Thursday,afternoon,weekend
2985,Fudge,6/07/2017,16:58:00,July,Thursday,afternoon,weekend
2986,Jam,6/07/2017,17:58:00,July,Thursday,evening,weekend
2987,Medialuna,6/07/2017,18:58:00,July,Thursday,evening,weekend
2987,Bakewell,6/07/2017,19:58:00,July,Thursday,evening,weekend
2987,Coffee,6/07/2017,20:58:00,July,Thursday,evening,weekend
2987,Bread,6/07/2017,21:58:00,July,Thursday,night,weekend
2987,Toast,6/07/2017,22:58:00,July,Thursday,night,weekend
2988,Coffee,6/07/2017,23:58:00,July,Thursday,night,weekend
2989,Bread,7/07/2017,0:58:00,July,Friday,night,weekend
2990,Coffee,7/07/2017,1:58:00,July,Friday,night,weekend
2990,Coffee,7/07/2017,2:58:00,July,Friday,night,weekend
2990,Bakewell,7/07/2017,3:58:00,July,Friday,night,weekend
2990,Medialuna,7/07/2017,4:58:00,July,Friday,night,weekend
2991,Coffee,7/07/2017,5:58:00,July,Friday,morning,weekend
2991,Coffee,7/07/2017,6:58:00,July,Friday,morning,weekend
2991,Bread,7/07/2017,7:58:00,July,Friday,morning,weekend
2992,Farm House,7/07/2017,8:58:00,July,Friday,morning,weekend
2993,Bread,7/07/2017,9:58:00,July,Friday,morning,weekend
2994,Medialuna,7/07/2017,10:58:00,July,Friday,morning,weekend
2994,Scone,7/07/2017,11:58:00,July,Friday,morning,weekend
2994,Coffee,7/07/2017,12:58:00,July,Friday,afternoon,weekend
2994,Coffee,7/07/2017,13:58:00,July,Friday,afternoon,weekend
2995,Bread,7/07/2017,14:58:00,July,Friday,afternoon,weekend
2996,Farm House,7/07/2017,15:58:00,July,Friday,afternoon,weekend
2996,Coffee,7/07/2017,16:58:00,July,Friday,afternoon,weekend
2996,Medialuna,7/07/2017,17:58:00,July,Friday,evening,weekend
2996,Bread,7/07/2017,18:58:00,July,Friday,evening,weekend
2997,Smoothies,7/07/2017,19:58:00,July,Friday,evening,weekend
2998,Coffee,7/07/2017,20:58:00,July,Friday,evening,weekend
3000,Medialuna,7/07/2017,21:58:00,July,Friday,night,weekend
3000,Coffee,7/07/2017,22:58:00,July,Friday,night,weekend
3001,Mineral water,7/07/2017,23:58:00,July,Friday,night,weekend
3002,Bread,8/07/2017,0:58:00,July,Saturday,night,weekend
3002,Mineral water,8/07/2017,1:58:00,July,Saturday,night,weekend
3002,Hot chocolate,8/07/2017,2:58:00,July,Saturday,night,weekend
3003,Sandwich,8/07/2017,3:58:00,July,Saturday,night,weekend
3003,Tea,8/07/2017,4:58:00,July,Saturday,night,weekend
3004,Coffee,8/07/2017,5:58:00,July,Saturday,morning,weekend
3004,Cookies,8/07/2017,6:58:00,July,Saturday,morning,weekend
3005,Alfajores,8/07/2017,7:58:00,July,Saturday,morning,weekend
3005,Alfajores,8/07/2017,8:58:00,July,Saturday,morning,weekend
3006,Vegan mincepie,8/07/2017,9:58:00,July,Saturday,morning,weekend
3006,Bread,8/07/2017,10:58:00,July,Saturday,morning,weekend
3006,Coffee,8/07/2017,11:58:00,July,Saturday,morning,weekend
3007,Coffee,8/07/2017,12:58:00,July,Saturday,afternoon,weekend
3008,Medialuna,8/07/2017,13:58:00,July,Saturday,afternoon,weekend
3009,Coffee,8/07/2017,14:58:00,July,Saturday,afternoon,weekend
3009,Frittata,8/07/2017,15:58:00,July,Saturday,afternoon,weekend
3009,Toast,8/07/2017,16:58:00,July,Saturday,afternoon,weekend
3010,Coffee,8/07/2017,17:58:00,July,Saturday,evening,weekend
3010,Hot chocolate,8/07/2017,18:58:00,July,Saturday,evening,weekend
3010,Muffin,8/07/2017,19:58:00,July,Saturday,evening,weekend
3011,Coffee,8/07/2017,20:58:00,July,Saturday,evening,weekend
3011,Scandinavian,8/07/2017,21:58:00,July,Saturday,night,weekend
3013,Bakewell,8/07/2017,22:58:00,July,Saturday,night,weekend
3013,Tea,8/07/2017,23:58:00,July,Saturday,night,weekend
3015,Coffee,9/07/2017,0:58:00,July,Sunday,night,weekend
3017,Frittata,9/07/2017,1:58:00,July,Sunday,night,weekend
3017,Coffee,9/07/2017,2:58:00,July,Sunday,night,weekend
3018,Scandinavian,9/07/2017,3:58:00,July,Sunday,night,weekend
3019,Coffee,9/07/2017,4:58:00,July,Sunday,night,weekend
3019,Coffee,9/07/2017,5:58:00,July,Sunday,morning,weekend
3020,Coffee,9/07/2017,6:58:00,July,Sunday,morning,weekend
3020,Tea,9/07/2017,7:58:00,July,Sunday,morning,weekend
3021,Scandinavian,9/07/2017,8:58:00,July,Sunday,morning,weekend
3022,Bread,9/07/2017,9:58:00,July,Sunday,morning,weekend
3023,Tea,9/07/2017,10:58:00,July,Sunday,morning,weekday
3024,Bread,9/07/2017,11:58:00,July,Sunday,morning,weekday
3025,Bread,9/07/2017,12:58:00,July,Sunday,afternoon,weekday
3025,Medialuna,9/07/2017,13:58:00,July,Sunday,afternoon,weekday
3026,Pastry,9/07/2017,14:58:00,July,Sunday,afternoon,weekday
3026,Toast,9/07/2017,15:58:00,July,Sunday,afternoon,weekday
3026,Coffee,9/07/2017,16:58:00,July,Sunday,afternoon,weekday
3027,Coffee,9/07/2017,17:58:00,July,Sunday,evening,weekday
3027,Pastry,9/07/2017,18:58:00,July,Sunday,evening,weekday
3028,Tea,9/07/2017,19:58:00,July,Sunday,evening,weekday
3029,Coffee,9/07/2017,20:58:00,July,Sunday,evening,weekday
3029,Toast,9/07/2017,21:58:00,July,Sunday,night,weekday
3030,Coffee,9/07/2017,22:58:00,July,Sunday,night,weekday
3031,Jam,9/07/2017,23:58:00,July,Sunday,night,weekday
3031,Coffee,10/07/2017,0:58:00,July,Monday,night,weekday
3031,Hot chocolate,10/07/2017,1:58:00,July,Monday,night,weekday
3031,Toast,10/07/2017,2:58:00,July,Monday,night,weekday
3032,Coffee,10/07/2017,3:58:00,July,Monday,night,weekday
3032,Sandwich,10/07/2017,4:58:00,July,Monday,night,weekday
3033,Bread,10/07/2017,5:58:00,July,Monday,morning,weekday
3033,Tea,10/07/2017,6:58:00,July,Monday,morning,weekday
3033,Bakewell,10/07/2017,7:58:00,July,Monday,morning,weekday
3033,Alfajores,10/07/2017,8:58:00,July,Monday,morning,weekday
3034,Bread,10/07/2017,9:58:00,July,Monday,morning,weekday
3034,Coffee,10/07/2017,10:58:00,July,Monday,morning,weekday
3034,Cake,10/07/2017,11:58:00,July,Monday,morning,weekday
3035,Bread,10/07/2017,12:58:00,July,Monday,afternoon,weekday
3036,Bread,10/07/2017,13:58:00,July,Monday,afternoon,weekday
3037,Coffee,10/07/2017,14:58:00,July,Monday,afternoon,weekday
3037,Coffee,10/07/2017,15:58:00,July,Monday,afternoon,weekday
3037,Bakewell,10/07/2017,16:58:00,July,Monday,afternoon,weekday
3037,Cake,10/07/2017,17:58:00,July,Monday,evening,weekday
3038,Bread,10/07/2017,18:58:00,July,Monday,evening,weekday
3039,Coffee,10/07/2017,19:58:00,July,Monday,evening,weekday
3039,Medialuna,10/07/2017,20:58:00,July,Monday,evening,weekday
3040,Bread,10/07/2017,21:58:00,July,Monday,night,weekday
3041,Bread,10/07/2017,22:58:00,July,Monday,night,weekday
3041,Vegan mincepie,10/07/2017,23:58:00,July,Monday,night,weekday
3042,Coffee,11/07/2017,0:58:00,July,Tuesday,night,weekday
3042,Bread,11/07/2017,1:58:00,July,Tuesday,night,weekday
3042,Vegan mincepie,11/07/2017,2:58:00,July,Tuesday,night,weekday
3042,Cake,11/07/2017,3:58:00,July,Tuesday,night,weekday
3043,Bread,11/07/2017,4:58:00,July,Tuesday,night,weekday
3044,Sandwich,11/07/2017,5:58:00,July,Tuesday,morning,weekday
3045,Pastry,11/07/2017,6:58:00,July,Tuesday,morning,weekday
3045,Bread,11/07/2017,7:58:00,July,Tuesday,morning,weekday
3046,Cake,11/07/2017,8:58:00,July,Tuesday,morning,weekday
3046,Vegan mincepie,11/07/2017,9:58:00,July,Tuesday,morning,weekday
3046,Coffee,11/07/2017,10:58:00,July,Tuesday,morning,weekday
3046,Coffee,11/07/2017,11:58:00,July,Tuesday,morning,weekday
3046,Mineral water,11/07/2017,12:58:00,July,Tuesday,afternoon,weekday
3046,Mineral water,11/07/2017,13:58:00,July,Tuesday,afternoon,weekday
3047,Jam,11/07/2017,14:58:00,July,Tuesday,afternoon,weekday
3048,Bread,11/07/2017,15:58:00,July,Tuesday,afternoon,weekday
3049,Frittata,11/07/2017,16:58:00,July,Tuesday,afternoon,weekday
3049,Coffee,11/07/2017,17:58:00,July,Tuesday,evening,weekday
3050,Coffee,11/07/2017,18:58:00,July,Tuesday,evening,weekday
3050,Coffee,11/07/2017,19:58:00,July,Tuesday,evening,weekday
3051,Bread,11/07/2017,20:58:00,July,Tuesday,evening,weekday
3052,Sandwich,11/07/2017,21:58:00,July,Tuesday,night,weekday
3053,Sandwich,11/07/2017,22:58:00,July,Tuesday,night,weekday
3053,Bread,11/07/2017,23:58:00,July,Tuesday,night,weekday
3053,Truffles,12/07/2017,0:58:00,July,Wednesday,night,weekday
3053,Coffee,12/07/2017,1:58:00,July,Wednesday,night,weekday
3054,Tea,12/07/2017,2:58:00,July,Wednesday,night,weekday
3054,Toast,12/07/2017,3:58:00,July,Wednesday,night,weekday
3055,Coffee,12/07/2017,4:58:00,July,Wednesday,night,weekday
3056,Cake,12/07/2017,5:58:00,July,Wednesday,morning,weekday
3058,Coffee,12/07/2017,6:58:00,July,Wednesday,morning,weekday
3058,Bread,12/07/2017,7:58:00,July,Wednesday,morning,weekday
3058,Bread,12/07/2017,8:58:00,July,Wednesday,morning,weekday
3058,Bread,12/07/2017,9:58:00,July,Wednesday,morning,weekday
3059,Fudge,12/07/2017,10:58:00,July,Wednesday,morning,weekday
3060,Jam,12/07/2017,11:58:00,July,Wednesday,morning,weekday
3060,Jam,12/07/2017,12:58:00,July,Wednesday,afternoon,weekday
3061,Bread,12/07/2017,13:58:00,July,Wednesday,afternoon,weekday
3062,Coffee,12/07/2017,14:58:00,July,Wednesday,afternoon,weekday
3063,Tea,12/07/2017,15:58:00,July,Wednesday,afternoon,weekday
3063,Bread,12/07/2017,16:58:00,July,Wednesday,afternoon,weekday
3063,Hot chocolate,12/07/2017,17:58:00,July,Wednesday,evening,weekday
3063,Vegan mincepie,12/07/2017,18:58:00,July,Wednesday,evening,weekday
3063,Bread,12/07/2017,19:58:00,July,Wednesday,evening,weekday
3064,Juice,12/07/2017,20:58:00,July,Wednesday,evening,weekday
3064,Cake,12/07/2017,21:58:00,July,Wednesday,night,weekday
3064,Jammie Dodgers,12/07/2017,22:58:00,July,Wednesday,night,weekday
3064,Bread,12/07/2017,23:58:00,July,Wednesday,night,weekday
3065,Bread,13/07/2017,0:58:00,July,Thursday,night,weekday
3066,Vegan mincepie,13/07/2017,1:58:00,July,Thursday,night,weekday
3066,Tea,13/07/2017,2:58:00,July,Thursday,night,weekday
3067,Coffee,13/07/2017,3:58:00,July,Thursday,night,weekday
3067,Pastry,13/07/2017,4:58:00,July,Thursday,night,weekday
3068,Scandinavian,13/07/2017,5:58:00,July,Thursday,morning,weekday
3068,Vegan mincepie,13/07/2017,6:58:00,July,Thursday,morning,weekday
3069,Bread,13/07/2017,7:58:00,July,Thursday,morning,weekday
3070,Coffee,13/07/2017,8:58:00,July,Thursday,morning,weekday
3070,Fudge,13/07/2017,9:58:00,July,Thursday,morning,weekday
3070,Jam,13/07/2017,10:58:00,July,Thursday,morning,weekday
3070,Fudge,13/07/2017,11:58:00,July,Thursday,morning,weekday
3070,Fudge,13/07/2017,12:58:00,July,Thursday,afternoon,weekday
3071,Jam,13/07/2017,13:58:00,July,Thursday,afternoon,weekday
3071,Coffee,13/07/2017,14:58:00,July,Thursday,afternoon,weekday
3071,Coffee,13/07/2017,15:58:00,July,Thursday,afternoon,weekday
3073,Coffee,13/07/2017,16:58:00,July,Thursday,afternoon,weekday
3073,Coffee,13/07/2017,17:58:00,July,Thursday,evening,weekday
3074,Coffee,13/07/2017,18:58:00,July,Thursday,evening,weekday
3074,Cookies,13/07/2017,19:58:00,July,Thursday,evening,weekday
3074,Pastry,13/07/2017,20:58:00,July,Thursday,evening,weekday
3075,Medialuna,13/07/2017,21:58:00,July,Thursday,night,weekday
3075,Bread,13/07/2017,22:58:00,July,Thursday,night,weekday
3076,Coffee,13/07/2017,23:58:00,July,Thursday,night,weekday
3076,Art Tray,14/07/2017,0:58:00,July,Friday,night,weekday
3077,Tea,14/07/2017,1:58:00,July,Friday,night,weekday
3077,Tea,14/07/2017,2:58:00,July,Friday,night,weekday
3077,Toast,14/07/2017,3:58:00,July,Friday,night,weekday
3078,Coke,14/07/2017,4:58:00,July,Friday,night,weekday
3079,Coffee,14/07/2017,5:58:00,July,Friday,morning,weekday
3079,Bread,14/07/2017,6:58:00,July,Friday,morning,weekday
3080,Bakewell,14/07/2017,7:58:00,July,Friday,morning,weekday
3080,Farm House,14/07/2017,8:58:00,July,Friday,morning,weekday
3081,Bread,14/07/2017,9:58:00,July,Friday,morning,weekday
3081,Tea,14/07/2017,10:58:00,July,Friday,morning,weekday
3081,Coffee,14/07/2017,11:58:00,July,Friday,morning,weekday
3081,Alfajores,14/07/2017,12:58:00,July,Friday,afternoon,weekday
3081,Hot chocolate,14/07/2017,13:58:00,July,Friday,afternoon,weekday
3082,Farm House,14/07/2017,14:58:00,July,Friday,afternoon,weekday
3083,Coffee,14/07/2017,15:58:00,July,Friday,afternoon,weekday
3083,Bread,14/07/2017,16:58:00,July,Friday,afternoon,weekday
3084,Coffee,14/07/2017,17:58:00,July,Friday,evening,weekday
3084,Toast,14/07/2017,18:58:00,July,Friday,evening,weekday
3084,Scandinavian,14/07/2017,19:58:00,July,Friday,evening,weekday
3085,Bread,14/07/2017,20:58:00,July,Friday,evening,weekday
3085,Vegan mincepie,14/07/2017,21:58:00,July,Friday,night,weekday
3086,Bread,14/07/2017,22:58:00,July,Friday,night,weekday
3087,Coffee,14/07/2017,23:58:00,July,Friday,night,weekday
3088,Coffee,15/07/2017,0:58:00,July,Saturday,night,weekday
3088,Bread,15/07/2017,1:58:00,July,Saturday,night,weekday
3088,Alfajores,15/07/2017,2:58:00,July,Saturday,night,weekday
3089,Coffee,15/07/2017,3:58:00,July,Saturday,night,weekday
3090,Bread,15/07/2017,4:58:00,July,Saturday,night,weekday
3091,Medialuna,15/07/2017,5:58:00,July,Saturday,morning,weekday
3092,Coffee,15/07/2017,6:58:00,July,Saturday,morning,weekday
3093,Frittata,15/07/2017,7:58:00,July,Saturday,morning,weekday
3093,Tea,15/07/2017,8:58:00,July,Saturday,morning,weekday
3093,Coffee,15/07/2017,9:58:00,July,Saturday,morning,weekday
3094,Tea,15/07/2017,10:58:00,July,Saturday,morning,weekday
3095,Tea,15/07/2017,11:58:00,July,Saturday,morning,weekday
3095,Bakewell,15/07/2017,12:58:00,July,Saturday,afternoon,weekday
3096,Farm House,15/07/2017,13:58:00,July,Saturday,afternoon,weekday
3097,Coffee,15/07/2017,14:58:00,July,Saturday,afternoon,weekday
3097,Pastry,15/07/2017,15:58:00,July,Saturday,afternoon,weekday
3097,Medialuna,15/07/2017,16:58:00,July,Saturday,afternoon,weekday
3098,Coffee,15/07/2017,17:58:00,July,Saturday,evening,weekday
3098,Coffee,15/07/2017,18:58:00,July,Saturday,evening,weekday
3098,Sandwich,15/07/2017,19:58:00,July,Saturday,evening,weekday
3099,Coffee,15/07/2017,20:58:00,July,Saturday,evening,weekday
3099,Medialuna,15/07/2017,21:58:00,July,Saturday,night,weekday
3100,Coffee,15/07/2017,22:58:00,July,Saturday,night,weekday
3100,Pastry,15/07/2017,23:58:00,July,Saturday,night,weekday
3101,Muffin,16/07/2017,0:58:00,July,Sunday,night,weekday
3101,Bread,16/07/2017,1:58:00,July,Sunday,night,weekday
3101,Bread,16/07/2017,2:58:00,July,Sunday,night,weekday
3101,Coffee,16/07/2017,3:58:00,July,Sunday,night,weekday
3102,Coffee,16/07/2017,4:58:00,July,Sunday,night,weekday
3102,Bakewell,16/07/2017,5:58:00,July,Sunday,morning,weekday
3103,Bread,16/07/2017,6:58:00,July,Sunday,morning,weekday
3104,Coffee,16/07/2017,7:58:00,July,Sunday,morning,weekday
3105,Bread,16/07/2017,8:58:00,July,Sunday,morning,weekday
3106,Coffee,16/07/2017,9:58:00,July,Sunday,morning,weekday
3106,Coffee,16/07/2017,10:58:00,July,Sunday,morning,weekday
3106,Alfajores,16/07/2017,11:58:00,July,Sunday,morning,weekday
3107,Bread,16/07/2017,12:58:00,July,Sunday,afternoon,weekday
3107,Truffles,16/07/2017,13:58:00,July,Sunday,afternoon,weekday
3107,Coffee,16/07/2017,14:58:00,July,Sunday,afternoon,weekday
3107,Truffles,16/07/2017,15:58:00,July,Sunday,afternoon,weekday
3107,Scandinavian,16/07/2017,16:58:00,July,Sunday,afternoon,weekday
3108,Tea,16/07/2017,17:58:00,July,Sunday,evening,weekday
3108,Cake,16/07/2017,18:58:00,July,Sunday,evening,weekday
3109,Jam,16/07/2017,19:58:00,July,Sunday,evening,weekday
3110,Fudge,16/07/2017,20:58:00,July,Sunday,evening,weekday
3110,Jam,16/07/2017,21:58:00,July,Sunday,night,weekday
3110,Jam,16/07/2017,22:58:00,July,Sunday,night,weekday
3111,Bread,16/07/2017,23:58:00,July,Sunday,night,weekday
3112,Coffee,17/07/2017,0:58:00,July,Monday,night,weekday
3113,Tea,17/07/2017,1:58:00,July,Monday,night,weekday
3113,Coffee,17/07/2017,2:58:00,July,Monday,night,weekday
3114,Coffee,17/07/2017,3:58:00,July,Monday,night,weekday
3114,Tea,17/07/2017,4:58:00,July,Monday,night,weekday
3114,Toast,17/07/2017,5:58:00,July,Monday,morning,weekday
3115,Coffee,17/07/2017,6:58:00,July,Monday,morning,weekday
3116,Bread,17/07/2017,7:58:00,July,Monday,morning,weekday
3117,Coffee,17/07/2017,8:58:00,July,Monday,morning,weekday
3118,Coffee,17/07/2017,9:58:00,July,Monday,morning,weekday
3119,Bread,17/07/2017,10:58:00,July,Monday,morning,weekday
3120,Bread,17/07/2017,11:58:00,July,Monday,morning,weekday
3121,Fudge,17/07/2017,12:58:00,July,Monday,afternoon,weekday
3122,Coffee,17/07/2017,13:58:00,July,Monday,afternoon,weekday
3123,Coffee,17/07/2017,14:58:00,July,Monday,afternoon,weekday
3123,Tea,17/07/2017,15:58:00,July,Monday,afternoon,weekday
3124,Coffee,17/07/2017,16:58:00,July,Monday,afternoon,weekday
3124,Coffee,17/07/2017,17:58:00,July,Monday,evening,weekday
3124,Farm House,17/07/2017,18:58:00,July,Monday,evening,weekday
3125,Medialuna,17/07/2017,19:58:00,July,Monday,evening,weekday
3125,Muffin,17/07/2017,20:58:00,July,Monday,evening,weekday
3125,Coffee,17/07/2017,21:58:00,July,Monday,night,weekday
3125,Juice,17/07/2017,22:58:00,July,Monday,night,weekday
3126,Coffee,17/07/2017,23:58:00,July,Monday,night,weekday
3127,Coffee,18/07/2017,0:58:00,July,Tuesday,night,weekday
3127,Bread,18/07/2017,1:58:00,July,Tuesday,night,weekday
3127,Bread,18/07/2017,2:58:00,July,Tuesday,night,weekday
3128,Coffee,18/07/2017,3:58:00,July,Tuesday,night,weekday
3128,Coffee,18/07/2017,4:58:00,July,Tuesday,night,weekday
3128,Bread,18/07/2017,5:58:00,July,Tuesday,morning,weekday
3128,Muffin,18/07/2017,6:58:00,July,Tuesday,morning,weekday
3129,Vegan mincepie,18/07/2017,7:58:00,July,Tuesday,morning,weekday
3129,Coffee,18/07/2017,8:58:00,July,Tuesday,morning,weekday
3129,Tea,18/07/2017,9:58:00,July,Tuesday,morning,weekday
3130,Alfajores,18/07/2017,10:58:00,July,Tuesday,morning,weekday
3130,Coffee,18/07/2017,11:58:00,July,Tuesday,morning,weekday
3131,Coffee,18/07/2017,12:58:00,July,Tuesday,afternoon,weekday
3131,Coffee,18/07/2017,13:58:00,July,Tuesday,afternoon,weekday
3131,Medialuna,18/07/2017,14:58:00,July,Tuesday,afternoon,weekday
3133,Bread,18/07/2017,15:58:00,July,Tuesday,afternoon,weekday
3133,Tea,18/07/2017,16:58:00,July,Tuesday,afternoon,weekday
3134,Coffee,18/07/2017,17:58:00,July,Tuesday,evening,weekday
3135,Coffee,18/07/2017,18:58:00,July,Tuesday,evening,weekday
3136,Bread,18/07/2017,19:58:00,July,Tuesday,evening,weekday
3136,Pastry,18/07/2017,20:58:00,July,Tuesday,evening,weekday
3137,Bread,18/07/2017,21:58:00,July,Tuesday,night,weekday
3138,Farm House,18/07/2017,22:58:00,July,Tuesday,night,weekday
3139,Bread,18/07/2017,23:58:00,July,Tuesday,night,weekday
3139,Alfajores,19/07/2017,0:58:00,July,Wednesday,night,weekday
3141,Coffee,19/07/2017,1:58:00,July,Wednesday,night,weekday
3142,Jam,19/07/2017,2:58:00,July,Wednesday,night,weekday
3143,Coffee,19/07/2017,3:58:00,July,Wednesday,night,weekday
3144,Pastry,19/07/2017,4:58:00,July,Wednesday,night,weekday
3145,Tea,19/07/2017,5:58:00,July,Wednesday,morning,weekday
3146,Coffee,19/07/2017,6:58:00,July,Wednesday,morning,weekday
3146,Coffee,19/07/2017,7:58:00,July,Wednesday,morning,weekday
3147,Coffee,19/07/2017,8:58:00,July,Wednesday,morning,weekday
3147,Toast,19/07/2017,9:58:00,July,Wednesday,morning,weekday
3148,Coffee,19/07/2017,10:58:00,July,Wednesday,morning,weekday
3149,Coke,19/07/2017,11:58:00,July,Wednesday,morning,weekday
3149,Truffles,19/07/2017,12:58:00,July,Wednesday,afternoon,weekday
3150,Sandwich,19/07/2017,13:58:00,July,Wednesday,afternoon,weekday
3150,Tea,19/07/2017,14:58:00,July,Wednesday,afternoon,weekday
3150,Coffee,19/07/2017,15:58:00,July,Wednesday,afternoon,weekday
3151,Tea,19/07/2017,16:58:00,July,Wednesday,afternoon,weekday
3152,Coke,19/07/2017,17:58:00,July,Wednesday,evening,weekday
3153,Bread,19/07/2017,18:58:00,July,Wednesday,evening,weekday
3153,Sandwich,19/07/2017,19:58:00,July,Wednesday,evening,weekday
3153,Bread,19/07/2017,20:58:00,July,Wednesday,evening,weekday
3154,Juice,19/07/2017,21:58:00,July,Wednesday,night,weekday
3154,Bread,19/07/2017,22:58:00,July,Wednesday,night,weekday
3154,Art Tray,19/07/2017,23:58:00,July,Wednesday,night,weekday
3154,Toast,20/07/2017,0:58:00,July,Thursday,night,weekday
3155,Tea,20/07/2017,1:58:00,July,Thursday,night,weekday
3155,Bread,20/07/2017,2:58:00,July,Thursday,night,weekday
3156,Coffee,20/07/2017,3:58:00,July,Thursday,night,weekday
3156,Alfajores,20/07/2017,4:58:00,July,Thursday,night,weekday
3157,Hot chocolate,20/07/2017,5:58:00,July,Thursday,morning,weekday
3157,Hot chocolate,20/07/2017,6:58:00,July,Thursday,morning,weekday
3157,Toast,20/07/2017,7:58:00,July,Thursday,morning,weekday
3157,Pastry,20/07/2017,8:58:00,July,Thursday,morning,weekday
3158,Sandwich,20/07/2017,9:58:00,July,Thursday,morning,weekday
3158,Tea,20/07/2017,10:58:00,July,Thursday,morning,weekday
3158,Juice,20/07/2017,11:58:00,July,Thursday,morning,weekday
3158,Vegan mincepie,20/07/2017,12:58:00,July,Thursday,afternoon,weekday
3159,Bread,20/07/2017,13:58:00,July,Thursday,afternoon,weekday
3160,Alfajores,20/07/2017,14:58:00,July,Thursday,afternoon,weekday
3160,Muffin,20/07/2017,15:58:00,July,Thursday,afternoon,weekday
3161,Coffee,20/07/2017,16:58:00,July,Thursday,afternoon,weekday
3161,Jammie Dodgers,20/07/2017,17:58:00,July,Thursday,evening,weekday
3162,Jammie Dodgers,20/07/2017,18:58:00,July,Thursday,evening,weekday
3162,Bread,20/07/2017,19:58:00,July,Thursday,evening,weekday
3163,Tea,20/07/2017,20:58:00,July,Thursday,evening,weekday
3163,Coffee,20/07/2017,21:58:00,July,Thursday,night,weekday
3163,Jammie Dodgers,20/07/2017,22:58:00,July,Thursday,night,weekday
3163,Cake,20/07/2017,23:58:00,July,Thursday,night,weekday
3163,Bread,21/07/2017,0:58:00,July,Friday,night,weekday
3164,Coffee,21/07/2017,1:58:00,July,Friday,night,weekday
